ID,Last Updated,Current Ver,Android Ver,Installs,Size
4406,2017-11-09,Varies with device,Varies with device,10000,Varies with device
4407,2017-12-18,3.1.3,4,50000,20
4408,2018-04-04,3.0.11,4.0.3 ,1000000,69
4409,2018-02-26,1.8,4.0.3 ,50000,71
4410,2015-07-01,4.0.5,2.3.3 ,1000,13
4411,2018-07-27,1.15.0,4.0.3 ,100000,33
4412,2018-08-04,1.0.28,1.5,10000,3.3
4413,2018-03-26,2.2.9,4.1,100000,6.4
4414,2017-12-08,1.4.11,4,100000,20
4415,2018-06-06,5,4.1,10000,7.6
4416,2017-03-06,1.0.4,4.3,50000,62
4417,2018-05-26,1.2,4.1,1000,32
4418,2017-05-18,1.00.00,4.1,5000,49
4419,2016-02-15,1.6,2.1,10000,930k
4420,2018-01-02,1.0.4,5,10000,34
4421,2018-06-19,1.4.9,4.0.3 ,1000000,49
4422,2018-07-19,Varies with device,Varies with device,100000000,Varies with device
4423,2018-07-31,47.1.2249.129326,Varies with device,100000000,Varies with device
4424,2018-06-13,1.6.1,4.1,10000,24
4425,2017-10-18,1.0.1.24,4.3,100000,72
4426,2018-07-27,3.9,4.4,1000000,8.7
4427,2018-08-03,Varies with device,Varies with device,10000000,Varies with device
4428,2014-12-26,1.5,2.3.3 ,10000,40
4429,2018-02-01,1.80.03,4.1,50000,6.8
4430,2018-07-16,1.2,5,10000,47
4431,2018-07-23,1.1.2,4.0.3 ,100000,3.6
4432,2018-04-26,"1,01",3,100,2.9
4433,2018-07-30,6.1.7,4.2,50000,26
4434,2017-12-27,2.0.5,3,100,1.3
4435,2017-05-31,1.64,4.0.3 ,50000,45
4436,2018-07-03,0.54.2.4,2.1,1000000,540k
4437,2018-05-07,6.1.2,5,500000,4.6
4438,2017-08-20,5.1,5.1,5000,313k
4439,2018-08-03,4.6,4,1000000,8.6
4440,2011-12-03,0.11,2.1,100000,746k
4441,2018-05-22,1.1.4,5,100000,10
4442,2018-07-19,1.0.1,4.3,5000,38
4443,2018-05-10,2,4.1,500000,5.1
4444,2017-04-25,2.2.5,2.1,10000000,6.1
4445,2018-06-11,8.3.2,4.0.3 ,100000,28
4446,2018-05-15,1.0.7,4.1,50000,5.2
4447,2015-09-14,1.8.1,2.3,10000000,22
4448,2018-07-03,Varies with device,Varies with device,10000000,Varies with device
4449,2018-07-31,9.40.3,4.0.3 ,100000000,34
4450,2018-05-06,1.0.3,4.1,1000,51
4451,2018-05-16,1.0.0,6,100,39
4452,2018-04-14,v2018.Apr.12.16,5,5,2.1
4453,2018-05-15,v2018.ay.15.14,5,100,12
4454,2018-07-20,4.4,NaN,1000,11
4455,2018-08-03,1.9,4,100000,7.5
4456,2018-08-03,5.0.109,4.4,1000000,24
4457,2018-07-20,H7SubTV0.1_TV0.4,7,100,19
4458,2018-07-02,1.2.A.Exceed.Paid,6,10,1.9
4459,2018-04-26,1.33,7,500,5.2
4460,2018-07-11,1.0.2,4.1,1,2.3
4461,2018-07-07,1.1,8,100,4.5
4462,2018-06-30,1.28,4.1,10000,1.7
4463,2018-07-15,1.0.B.Exceed.Paid,5,10,1.8
4464,2018-07-01,0.9.3,5,5000,6.3
4465,2018-07-26,Varies with device,Varies with device,10000000,Varies with device
4466,2018-07-11,1.1,4.2,0,5.5
4467,2018-04-06,1.1,7,100,6.2
4468,2018-05-18,1.4,4,10000,28
4469,2018-07-31,1.3,7,100,4.3
4470,2018-04-13,1.4,4.1,50000,5.7
4471,2018-05-30,2,4.0.3 ,500,4.9
4472,2018-07-23,1.2.A.Exceed.Paid,6,1,3.6
4473,2018-02-12,1,4.0.3 ,5000,2
4474,2018-05-28,1.0.0,4.4,10000,16
4475,2018-08-03,4.0.8552,4.0.3 ,100000000,7.4
4476,2018-05-23,1.1.4,4,1000,4.3
4477,2018-07-06,2.5,4.1,100000,7.3
4478,2018-06-16,1,4.1,100,60
4479,2018-08-01,2.3.0,5,1000,3.7
4480,2018-03-25,7,4.4,10000,24
4481,2018-03-13,12,4.4,100000,10
4482,2018-04-04,4,4.4,10000,7.5
4483,2018-06-05,1.0.0,4.4,500,13
4484,2018-08-03,2.244,5,1000,3.6
4485,2018-07-15,1.5,5,10000,2
4486,2018-06-05,1.0.0,4.4,1000,14
4487,2018-04-23,1,5,10000,2.3
4488,2018-06-21,5.1,4.0.3 ,5000,16
4489,2018-07-30,1.0.100rc1.withoutKeysync,5,500,20
4490,2018-07-16,1.0.6,4.0.3 ,10,21
4491,2018-03-27,1.1,NaN,10000,2.1
4492,2018-07-26,4.1.10,4.1,5000,26
4493,2018-08-03,2.4.8,5,100000,14
4494,2018-08-01,2.5.1,4.4,500000,18
4495,2018-04-19,2.9.4,4,1000000,60
4496,2018-03-23,Varies with device,Varies with device,500000,Varies with device
4497,2015-03-16,2.7,2.3.3 ,500000,7.1
4498,2018-04-02,Varies with device,Varies with device,10000,Varies with device
4499,2017-09-19,1.0.1,4.4,50000,60
4500,2016-08-04,1.0.2,2.3.3 ,1000000,40
4501,2017-04-01,1.1,4.4,1000000,55
4502,2018-07-25,Varies with device,Varies with device,10000000,Varies with device
4503,2017-03-01,1.0.5,2.3,1000000,20
4504,2017-05-16,3.4.1,3,10000000,19
4505,2018-07-20,Varies with device,Varies with device,500,Varies with device
4506,2018-03-08,2.0.4,4.4,500000,17
4507,2017-03-04,1.3.5,2.3,100000,3.6
4508,2018-06-21,1.1.2.1,4.0.3 ,1000,4.5
4509,2017-03-04,1.3.5,2.3,100,3.6
4510,2018-07-09,3.1.0,4.0.3 ,5000,33
4511,2018-06-30,2.0.13,4.1,10000,43
4512,2018-01-19,3.49.0202,4.0.3 ,100000,21
4513,2018-05-08,1.0.2.1,4,10000,2.3
4514,2014-07-12,2.6.1,2.3,500000,14
4515,2017-12-18,1.8.3111,4.3,10000,19
4516,2018-07-30,1.2.1,4.0.3 ,100000,95
4517,2018-07-23,3.2.0,4.0.3 ,100000,29
4518,2016-03-16,2.3,2.3.3 ,50000000,2.7
4519,2018-07-18,7.3(823181),4.4,10000000,Varies with device
4520,2016-11-08,1.10.4,4.3,1000,Varies with device
4521,2018-07-16,2.1,4,1000,16
4522,2017-12-03,5,4.3,50,3.9
4523,2017-03-08,1.6.3,4.4,10000,3.1
4524,2018-06-26,5.9.1.0,5,10000,12
4525,2015-12-08,2.3,2.3,5000,39
4526,2017-05-15,3.002,4.0.3 ,5000,26
4527,2018-07-12,4.4.1,5,100000,19
4528,2018-07-31,2.347.225742,4.1,100000000,67
4529,2018-08-01,3.1.0,4.1,100000,12
4530,2017-12-24,1.11,4,10000,2.8
4531,2018-04-04,1.1 Build 226,2.2,1000,6.2
4532,2017-12-21,1,4.2,1000,2.9
4533,2017-11-21,1,4.0.3 ,1000,5.9
4534,2018-04-19,1.0.16,4.3,500000,60
4535,2014-02-21,2.03,3,1000,4.9
4536,2017-10-31,1,2.3,100000,62
4537,2017-07-14,1.4,2.3,1000000,96
4538,2018-01-30,1.5,5,5000,9.2
4539,2017-05-14,1,4.0.3 ,1000,2.8
4540,2018-03-15,1.0.0,4.1,1000,3.9
4541,2017-09-24,1.22,4.0.3 ,10000,2.2
4542,2014-09-16,1.1.06,1.5,10000,203k
4543,2017-03-02,1.1.5,2.3.3 ,50000,37
4544,2018-05-25,1.0.0,4.1,5,3.7
4545,2016-06-20,1.0.3,4,10000,7.7
4546,2017-04-25,1.0.1,4.0.3 ,1000,2.9
4547,2018-04-28,1,4.1,10,29
4548,2017-12-05,1,4,100000,34
4549,2017-05-29,1.2,2.3,1000,3.6
4550,2018-03-23,1.0.0,4,50,5.7
4551,2018-07-17,1.0.1,4.4,1,64
4552,2018-03-19,1,4.0.3 ,10,3.4
4553,2013-08-07,1,3.1,5000,58k
4554,2018-05-05,v2,4.4,50,6.7
4555,2017-02-27,2.3.1,2.3.3 ,100000,23
4556,2016-07-08,2.1.1,4.0.3 ,5000,8.9
4557,2018-06-21,1.574,4.0.3 ,100000,57
4558,2017-01-31,1.0.12,4.0.3 ,1000,12
4559,2018-05-30,5.9.1.0,5,5000,13
4560,2018-08-01,6.2.1,4.1,50000,93
4561,2018-08-02,1.1.52,4.3,100000,83
4562,2015-03-12,1,4.0.3 ,100,41
4563,2018-07-27,1.0.5,5,100,28
4564,2012-09-19,1.4,2.1,100000,2.7
4565,2017-12-04,1,4,500,4.4
4566,2018-03-19,1,4.0.3 ,10,3.4
4567,2018-07-30,4.5.28_ww,4.1,500000000,17
4568,2018-06-12,1.1.1,4.1,1000000,2.2
4569,2018-08-04,Varies with device,Varies with device,100000000,Varies with device
4570,2017-10-12,1.0.98_ww,2.3,1000000,7.1
4571,2017-10-10,1.7,2.3,1000000,20
4572,2016-02-12,1,4.1,1000,26k
4573,2017-08-14,Varies with device,4.3,100000,Varies with device
4574,2017-09-26,Varies with device,6,10000000,31
4575,2018-08-03,2.31,4.1,100000000,45
4576,2018-06-27,2.0.5,4.2,10000000,33
4577,2018-07-23,1.6.0,4.2,1000000,14
4578,2018-08-04,12.6,7,1000,37
4579,2018-07-18,3.5.02.15,4,100000000,24
4580,2018-07-06,4.1,4.1,1000000,6.5
4581,2014-11-15,1.07,2.3,50000000,40
4582,2017-04-12,1.2,2.3,500000,93
4583,2018-06-08,2.1.0.032,4.0.3 ,50000,314k
4584,2018-01-02,1.07,4.1,50000,3.7
4585,2018-06-12,1.11,4.1,1000000,57
4586,2018-05-16,2.1,4.1,100,2.7
4587,2018-08-01,Varies with device,Varies with device,100000000,Varies with device
4588,2018-08-02,9.5.0,4.4,100000000,68
4589,2018-08-04,6.7.3,4,10000000,25
4590,2018-07-31,Varies with device,Varies with device,50000000,Varies with device
4591,2018-08-03,Varies with device,Varies with device,10000000,Varies with device
4592,2018-06-13,1.36,4.1,10000000,2.4
4593,2018-07-27,Varies with device,Varies with device,100000000,Varies with device
4594,2018-07-18,Varies with device,5,50000000,Varies with device
4595,2018-06-13,5.9.0.0031,4.1,1000000,96
4596,2017-04-03,Varies with device,Varies with device,1000000,Varies with device
4597,2017-11-24,0.1.5,4,10000,2.2
4598,2018-02-15,1.1.50,4.4,100000,33
4599,2017-12-07,Varies with device,4.3,1000000,Varies with device
4600,2017-08-31,2.4,6,1000000,19
4601,2017-03-07,Varies with device,Varies with device,10000000,Varies with device
4602,2018-07-13,4.8.0,5,5000000,21
4603,2018-08-01,Varies with device,Varies with device,100000000,Varies with device
4604,2018-07-31,3.8.2,4.4,10000000,26
4605,2018-01-25,2.1.5,4,500000,29
4606,2018-07-31,Varies with device,Varies with device,50000000,Varies with device
4607,2018-05-25,3.4.0,4,10000,3.7
4608,2017-10-24,10.1.1,4.0.3 ,10000000,25
4609,2018-06-29,1.0.2-alpha4,4.4,10000,28
4610,2018-05-06,1.5.2.4-23,2.3,10000000,2.1
4611,2018-07-02,Varies with device,Varies with device,1000000,Varies with device
4612,2018-05-03,1.5.13-3598,5,5000000,15
4613,2018-07-25,1.06,5,100000,7.9
4614,2016-04-20,1.1.0,2.3,10000,46
4615,2018-05-03,1.0.4.3,4.1,10000000,8.9
4616,2017-09-26,8.8,4.2,1000,13
4617,2016-12-07,1.1,4.4,5000,20
4618,2015-08-25,Varies with device,Varies with device,5000,Varies with device
4619,2016-10-19,30,2.3,5000000,2.3
4620,2018-07-10,0.16,5,10000,4.9
4621,2016-02-24,1.6.3,2.3.3 ,1000,23
4622,2014-08-19,1.2,2.0.1 ,10000,35
4623,2018-08-01,2.15.1.4,5,100000,18
4624,2018-07-19,1.1.6.1,4.1,1000000,45
4625,2018-02-23,5.1.0,4.1,5000,5.6
4626,2018-07-06,1.7,6,50000,4.5
4627,2018-07-24,3.1.7,4.1,1000000,5.8
4628,2018-06-19,1.7.7,4.4,1000000,24
4629,2018-04-23,263.16.29,4.0.3 ,1000000,21
4630,2018-07-02,4.7.0,4.1,500000,31
4631,2017-04-21,3.8.0,4.0.3 ,5000000,74
4632,2018-07-29,3.6.2,4.0.3 ,10000000,21
4633,2018-07-11,3.2.2,4.1,10000000,7.3
4634,2018-07-18,11.4.0,4,100000000,3.3
4635,2018-08-02,Varies with device,Varies with device,100000000,Varies with device
4636,2012-11-08,1.2.2,2.1,500000,11
4637,2018-07-03,4.2.4,4.1,10000,53
4638,2018-06-13,3.04,4.0.3 ,5000,37
4639,2018-07-31,2.2.1,4.4,100000,37
4640,2018-07-25,1.21.0,4,10000,2
4641,2013-09-27,2.0.0,2.1,50000,26
4642,2016-09-29,1.2.6 (94),2.2,50000,42
4643,2018-03-13,1.1.47,4.3,50000,7.8
4644,2018-05-08,4.3,4.1,100000,3.5
4645,2018-05-21,1.3,4.1,1000,14
4646,2018-05-15,1.0.24,4.1,500000,5.1
4647,2013-05-14,1,1.6,10000,1.9
4648,2018-04-08,1.0.1,5,100000,38
4649,2017-08-28,1.0.3,4,500000,3
4650,2018-06-04,1.3.5,4,5000,2.2
4651,2016-08-31,1.1.6.6,2.3,10000,3.5
4652,2017-06-25,2,2.3,10000,4
4653,2018-04-13,1.4.1,4.1,100000,27
4654,2018-04-26,2.4.0,5,10000,13
4655,2018-03-05,2.3.9,4.1,100000,21
4656,2017-01-26,2.0.16,2.3,50000,3.5
4657,2018-05-23,4.2.17,5,10000000,22
4658,2018-03-03,0.0.1,4.1,10000,7.2
4659,2016-07-23,2.0.40,2.3,500000,4.8
4660,2018-05-04,4.16.10,4.4,5000,13
4661,2018-04-10,2.8.4,4.0.3 ,10000,7.5
4662,2018-05-25,1.0.3386,4.0.3 ,100000,5.4
4663,2017-09-11,1.0.14,4.0.3 ,100000,30
4664,2018-07-30,Varies with device,Varies with device,10000,Varies with device
4665,2014-02-05,1.7.3,2.3,100000,196k
4666,2018-07-13,Varies with device,4.1,100000,Varies with device
4667,2018-08-02,1.1.4.38,4.2,100000,16
4668,2017-10-07,1.24,4.0.3 ,500000,3.8
4669,2018-06-06,1.0.7,5,100000,17
4670,2018-07-25,6.1.5,4.2,5000,26
4671,2018-07-25,3.0.6,4.2,10000,28
4672,2018-08-02,Varies with device,Varies with device,10000000,Varies with device
4673,2018-07-10,1.0.144431,4.1,1000000,38
4674,2018-08-03,1.78,4.0.3 ,50000000,17
4675,2018-02-13,1,4.0.3 ,100000,20
4676,2018-07-31,5.0.12,3,5000000,6.9
4677,2018-07-18,Varies with device,Varies with device,500000000,Varies with device
4678,2018-06-28,3.0.1,6,1000000,59
4679,2018-04-23,Varies with device,4.0.3 ,100000,67
4680,2018-06-20,2.1,4.1,500000,61
4681,2018-08-01,Varies with device,Varies with device,10000000,Varies with device
4682,2018-07-30,Varies with device,2.3,100000000,Varies with device
4683,2018-08-04,7.5.9,4,10000000,1.6
4684,2018-08-02,Varies with device,Varies with device,50000000,Varies with device
4685,2018-05-27,2.0.19,4.1,1000000,3.7
4686,2018-05-31,2.5.0,4.1,50000000,4.9
4687,2018-08-03,Varies with device,4.0.3 ,50000000,Varies with device
4688,2018-04-17,1.23.0,4,100000,30
4689,2018-08-04,7.2.1,4.1,100000000,40
4690,2018-04-23,1.2.3.4.5,4.0.3 ,500000,10
4691,2018-08-02,2.0.0.11,5,5000,100
4692,2018-01-28,1.0.1,2.3,100000,42
4693,2018-02-24,4,4.1,1000000,95
4694,2015-09-11,1.1.6,4.4,100000,28
4695,2017-03-15,1.2.1,4,100000,4.2
4696,2014-10-17,4.1,4.0.3 ,100000,3.6
4697,2018-07-23,Varies with device,Varies with device,100000000,Varies with device
4698,2018-06-25,3.0.0,4,50,17
4699,2018-08-03,1.76,4.0.3 ,1000000,4.6
4700,2017-03-15,v1.0.50,2.3,10000,7.9
4701,2017-01-23,Varies with device,Varies with device,50000,Varies with device
4702,2018-06-05,1.1,4.0.3 ,10000,4.3
4703,2018-07-19,1,2.1,1000,3.6
4704,2018-07-29,6,4,100000,5.9
4705,2014-09-20,1.0.1,2.1,500000,35
4706,2018-07-21,1,4.4,5000,1.8
4707,2018-05-04,8,3,5000,9.5
4708,2017-06-22,1.1.0.0402,4.2,10000,19
4709,2016-11-19,1.04,4.2,50000,25
4710,2018-05-19,1.0.1,4.1,100000,37
4711,2017-09-03,1.8.0,4,100000,3.6
4712,2018-08-01,1.0.3,2.3,10000,17
4713,2018-07-31,Varies with device,Varies with device,100000000,Varies with device
4714,2018-07-17,1,2.1,5000,2.9
4715,2018-06-10,1.1.1,4,5000,3.4
4716,2018-08-01,Varies with device,Varies with device,100000000,Varies with device
4717,2018-04-23,1,4.1,500,2.9
4718,2018-07-29,Varies with device,Varies with device,100000000,Varies with device
4719,2018-07-23,Varies with device,Varies with device,10000000,Varies with device
4720,2018-04-23,1.1,4.1,5000,3.5
4721,2018-07-30,11.1.3,4,100000000,37
4722,2018-03-09,1.935,7,1000,1.5
4723,2018-07-11,Varies with device,Varies with device,50000000,Varies with device
4724,2018-04-16,1.5.4,4.1,50000,47
4725,2018-07-31,Varies with device,Varies with device,10000000,Varies with device
4726,2018-06-04,5.9.4.0,4.0.3 ,50000000,11
4727,2017-01-09,4.0.4,2.3.3 ,10000,9.1
4728,2018-07-30,2.18.116,4.0.3 ,10000000,32
4729,2017-01-04,4.0.3,3,5000,16
4730,2017-12-26,1.19,5,100000,2.5
4731,2018-06-12,3.8.5,4,10000000,6.7
4732,2017-03-15,2.5,2.2,10000,1.9
4733,2018-04-04,Varies with device,Varies with device,1000000,Varies with device
4734,2018-07-26,1.7.11,5,10000,27
4735,2018-08-01,1.12,2.3.3 ,1000000,79k
4736,2018-05-02,1.0.1,4.1,5000,7.6
4737,2018-04-23,2.11.0,4.0.3 ,5000000,8.2
4738,2018-07-01,2.2.2,4.4,50000,33
4739,2018-08-03,1.6.22,4.1,10000000,3.1
4740,2018-06-06,1.9.1.013,4,10000000,27
4741,2018-05-26,Varies with device,Varies with device,5000000,Varies with device
4742,2014-04-11,3.1.50,2.3.3 ,10000,1.5
4743,2018-07-18,Varies with device,Varies with device,10000000,Varies with device
4744,2014-02-26,3.1,2.1,10000,4.5
4745,2018-08-04,Varies with device,Varies with device,100000000,Varies with device
4746,2018-07-28,2.400.022,4.4,50000000,43
4747,2018-07-31,65,4.1,5000000,21
4748,2018-07-27,Varies with device,Varies with device,5000000,Varies with device
4749,2018-07-20,Varies with device,Varies with device,100000000,Varies with device
4750,2018-07-30,2.1.2,4.1,100000,4.4
4751,2018-06-01,2.7.2,4.1,5000000,16
4752,2018-03-26,8.8,4.3,100000,13
4753,2016-08-31,1.0.8,4.1,5000000,34
4754,2017-11-15,3.1,4.4,100000,8.3
4755,2017-12-31,1.1.1,4,50000,2.5
4756,2018-07-30,2.1.2,4.1,5000,3.5
4757,2018-06-26,4.01.00,4.3,10000000,6.4
4758,2018-04-08,4.54,4,1000000,4.3
4759,2017-12-07,1,4.1,1000000,6.3
4760,2018-06-26,1.0.0,4.1,10000,8.6
4761,2018-06-18,1.5.0,4.1,100000,1.9
4762,2015-01-25,1.18,4.0.3 ,1000000,118k
4763,2017-05-09,1.5.1,4,5000000,49
4764,2016-12-07,14,2.3,10000000,3.7
4765,2018-07-30,1.2.2,4.1,1000,3.5
4766,2018-07-18,2.6.1,5,500000,53
4767,2017-10-19,1,2.3.3 ,10000,8
4768,2018-05-22,2.92,4,1000000,Varies with device
4769,2018-02-02,1.2.0,4.1,100000,27
4770,2018-06-13,1.6.1,4.1,10000,24
4771,2018-06-27,Varies with device,Varies with device,1000000,11
4772,2018-05-31,3.11,4.1,1000000,3.2
4773,2018-05-22,1.1.6,4,500000,3.7
4774,2018-03-04,1.62,4.4,5000,1.2
4775,2018-02-12,1.8,4.4,50000,8.4
4776,2018-06-19,1.4.7,4.1,100000,31
4777,2018-06-24,1.0.1,4.1,50,9.6
4778,2015-11-13,1.091,2.2,500000,45
4779,2017-12-18,1.02,4,1000000,56
4780,2018-06-29,1.6.2,4.1,10000,26
4781,2017-05-08,1.1.1,3,100000,17
4782,2018-07-11,4.4.1,4.1,1000,6.9
4783,2017-01-23,Varies with device,Varies with device,1000000,Varies with device
4784,2017-01-23,1,2.3,1000000,99
4785,2018-08-04,4,4.1,1000000,47
4786,2018-02-05,5,4.4,100000,36
4787,2018-08-03,3.5.3,4.1,100000,21
4788,2017-01-08,7,2.1,500000,3
4789,2015-07-28,1.57,2.3,100000,8.5
4790,2018-07-02,1.5,4.3,10000,2
4791,2018-06-25,1.6.5,4.3,100000,15
4792,2017-08-01,3.3.8.03082017,1.6,100000,50
4793,2018-08-02,2.29.2,5,1000000,17
4794,2018-07-18,Varies with device,Varies with device,50000000,Varies with device
4795,2015-11-20,1,4.0.3 ,500000,1.9
4796,2018-06-01,1.5.0,4,10000000,70
4797,2018-06-28,Varies with device,Varies with device,10000000,Varies with device
4798,2018-04-30,2.4.0.7,4.1,100000000,41
4799,2018-08-02,2.7,4.1,50000000,99
4800,2018-07-24,1.25.0,4.1,10000000,96
4801,2018-07-18,5.29.3,4.4,100000000,16
4802,2018-06-26,3.5,4,10000000,84
4803,2018-02-09,3.1.0,4,10000000,5
4804,2018-01-25,2.94,4,1000000,5
4805,2018-07-12,Varies with device,Varies with device,5000000,Varies with device
4806,2018-06-27,2.08.78.2,4.1,5000000,Varies with device
4807,2016-12-22,1.7,2.3,5000000,99
4808,2017-05-08,1.6,2.3,5000000,99
4809,2018-08-01,6.11.4,4.1,100000000,26
4810,2018-07-20,Varies with device,Varies with device,100000000,Varies with device
4811,2018-06-08,Varies with device,Varies with device,10000000,Varies with device
4812,2016-05-12,Varies with device,Varies with device,1000000,Varies with device
4813,2018-08-03,Varies with device,Varies with device,100000000,Varies with device
4814,2014-11-05,1.77,2.2,50000,37
4815,2018-02-16,Varies with device,Varies with device,10000000,Varies with device
4816,2018-07-16,5.6.2 (US),4.0.3 ,10000000,9
4817,2017-12-04,2.14,4.1,10000000,88
4818,2018-04-03,0.1.219,2.3.3 ,5000000,87
4819,2018-08-02,1.0.208,4.0.3 ,50000000,78
4820,2018-07-11,1.0.2,4.0.3 ,1000000,67
4821,2018-05-28,Varies with device,4,1000000,59
4822,2018-08-02,Varies with device,Varies with device,50000000,Varies with device
4823,2018-04-17,1.26,2.2,10000000,1.4
4824,2017-12-28,1.0.6.4,4,1000000,59
4825,2018-08-03,4.21,4.1,100000000,47
4826,2018-07-16,2.2.8,4.0.3 ,5000000,76
4827,2017-12-13,1.8,4.0.3 ,100000,62
4828,2018-07-03,3.11.0,4.0.3 ,10000000,80
4829,2017-12-18,02.02.0045,5,1000000,3.8
4830,2016-07-31,1.0.11,4.0.3 ,1000000,56
4831,2018-08-01,1.6,4.1,5000000,72
4832,2018-06-22,4.2.45,4.4,50000,25
4833,2018-07-30,1.7.6,4.4,10000,79
4834,2018-01-29,1.1.6,4,100000,98
4835,2018-08-04,1.2.7,4.0.3 ,1000,68
4836,2018-02-28,1.6.2,4.4,100000,91
4837,2016-12-08,1.25,4.2,500000,44
4838,2018-07-06,4.1,4,1000000,96
4839,2018-04-18,2.0.2,4,10000,61
4840,2018-06-08,1.4.0,4.4,1000000,Varies with device
4841,2018-06-08,1.8.7,4.0.3 ,10000,19
4842,2017-06-30,4.16,4,5000000,8.8
4843,2018-06-26,2.4.4,2.3,1000000,96
4844,2016-04-08,1.8,4,10000,7.7
4845,2018-02-16,Varies with device,Varies with device,10000,Varies with device
4846,2017-03-13,1.0.2.1,4.4,100,10
4847,2014-07-10,1,1.6,1000000,2.2
4848,2015-07-10,1.5,4,500000,16
4849,2018-07-11,1.3,4.2,10,5.7
4850,2015-11-03,1.1.4,2.3,100000,29
4851,2018-07-16,2,4.4,5000,24
4852,2016-06-15,2,5,1000000,4.3
4853,2018-07-23,1.0.4,4,10000,48
4854,2015-09-21,1.1.6,2.3,5000000,2.3
4855,2018-06-21,1.0.2,4.2,10000000,13
4856,2016-06-21,3.2.1,4,500000,7.6
4857,2018-07-27,1.6.4,4.4,10000000,99
4858,2016-10-27,1,4,1000,22
4859,2018-02-21,1.23,4,1000000,12
4860,2018-07-30,1.21.1,5,10000000,88
4861,2018-07-19,1.5.0,5,5000000,91
4862,2018-08-02,3.39.0,4.1,10000000,99
4863,2018-07-23,1.1.8,4.2,10000000,10
4864,2018-08-04,Varies with device,Varies with device,1000000,Varies with device
4865,2018-07-26,2.21.1,4.1,100000000,57
4866,2018-03-06,4.1.1,4.4,100000,18
4867,2018-07-09,1.5.8,4.1,100000,33
4868,2017-08-21,2.1.0,4.0.3 ,100000,8.2
4869,2018-06-14,Varies with device,Varies with device,50000,Varies with device
4870,2018-07-03,2.6.9,4.1,100000000,46
4871,2018-07-18,3.0.27430.4799,4.4,10000000,63
4872,2018-05-18,1.8,3,5000,239k
4873,2018-06-14,Varies with device,Varies with device,10000000,Varies with device
4874,2018-06-13,Varies with device,Varies with device,1000000,Varies with device
4875,2018-06-19,4.9.0,4.1,50000000,48
4876,2017-12-13,Varies with device,Varies with device,1000000,Varies with device
4877,2018-06-19,1.13,4.1,10000,48
4878,2018-06-26,1.1.0.0,4.1,100000,18
4879,2018-07-27,3.9.3,4.0.3 ,500000,8.3
4880,2017-02-23,1.1,2.3,10000,54
4881,2018-07-13,2.0.5,4.0.3 ,100000,Varies with device
4882,2018-05-19,1.0.4,4.1,1000,30
4883,2018-07-27,3.9.3,4.0.3 ,10000,8.3
4884,2018-03-30,2.01,4.1,100000,23
4885,2018-07-03,4.17.82,4.4,500,11
4886,2018-05-18,2.0.4,4.1,50000,8.4
4887,2018-05-30,2.8.2,4.1,50000000,82
4888,2017-10-02,2.8,5,10000,5
4889,2017-02-02,2,3,1000000,17
4890,2018-07-11,1.2,4.0.3 ,1000,37
4891,2018-05-25,1.5.12,4.1,100000000,45
4892,2016-09-15,1.0.3,4.0.3 ,10000,40
4893,2018-01-05,5.1.9,4,1000000,7
4894,2016-12-31,2.0.0,4.1,1000,3.8
4895,2018-06-22,2.7.0621,4.2,1000,22
4896,2018-05-02,1.0.0.9,4.1,1000000,15
4897,2012-10-08,1.01,2.1,1000000,8.5
4898,2014-07-09,1.2.6,4.1,10000,371k
4899,2018-07-28,acreotecontrol18,4.0.3 ,1000000,5.2
4900,2018-05-25,Varies with device,Varies with device,100000,Varies with device
4901,2018-05-24,1.2.84,2.2,500000,13
4902,2016-11-23,2.8.2,4.1,500000,92
4903,2017-10-17,1.3,4.1,100000,2
4904,2017-07-19,5,2.3,1000000,5
4905,2015-08-18,1,2.2,500000,1.8
4906,2015-12-11,1,2.2,100000,1.7
4907,2017-05-08,1.0.11,4.4,5000,24
4908,2018-06-03,1.0.3,2.3,10000,23
4909,2016-07-30,1.1.1,3,1000000,5.1
